,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
4114,64.0,1.0,6.0,6.87,10.75,7.0,4.21,9.25,5.29,2.54,6.21,2.46,5.79,17.08,1.0
4115,64.0,1.0,27.0,15.46,13.13,14.33,6.58,12.79,9.33,11.08,13.21,8.12,12.29,21.29,1.0
4116,64.0,10.0,18.0,7.67,11.38,9.83,3.21,6.25,5.96,4.17,9.54,4.21,9.0,12.21,1.0
4117,65.0,9.0,2.0,3.37,1.38,7.92,2.04,3.92,0.71,3.29,2.33,0.87,1.17,7.25,1.0
4118,68.0,4.0,27.0,10.58,6.75,9.75,7.87,10.75,8.79,8.17,6.87,8.63,11.08,7.46,0.0
4119,71.0,7.0,29.0,11.29,13.5,7.79,7.08,12.92,7.67,3.63,8.71,8.08,8.25,18.25,1.0
4120,67.0,9.0,21.0,11.67,4.0,8.75,4.25,5.66,2.37,7.83,6.54,4.38,5.37,8.87,1.0
4121,72.0,9.0,30.0,23.04,16.62,15.63,11.63,12.42,11.34,11.5,15.09,13.29,14.46,21.25,0.0
4122,78.0,11.0,2.0,9.33,10.88,9.92,5.37,10.04,7.87,10.0,10.04,10.63,10.08,17.58,0.0
4123,63.0,2.0,14.0,17.41,14.58,19.04,14.5,16.17,12.71,19.17,13.7,14.17,19.33,16.25,0.0
4124,70.0,6.0,12.0,4.12,1.71,5.91,2.58,3.04,2.37,2.25,4.04,3.88,2.13,7.58,1.0
4125,63.0,2.0,21.0,5.58,2.92,4.67,3.58,4.58,2.17,8.5,1.5,1.42,3.17,5.46,1.0
4126,66.0,4.0,8.0,15.37,15.71,10.92,7.58,16.66,10.88,11.42,11.92,11.12,10.54,17.62,0.0
4127,66.0,10.0,4.0,20.17,17.33,29.54,12.87,14.37,11.0,17.79,11.79,11.38,13.67,18.5,0.0
4128,69.0,12.0,14.0,18.29,22.54,14.96,9.67,17.0,10.79,14.92,12.87,13.13,12.17,18.66,0.0
4129,67.0,6.0,9.0,7.79,4.25,6.54,2.83,6.0,3.21,8.17,3.79,5.09,3.92,9.21,1.0
4130,67.0,10.0,12.0,16.13,12.25,12.21,5.29,13.33,7.87,8.38,9.83,7.54,11.87,16.17,0.0
4131,67.0,4.0,19.0,12.58,10.88,14.17,9.67,14.83,11.17,17.71,12.83,14.58,14.71,20.5,0.0
4132,77.0,5.0,30.0,7.96,2.88,13.5,3.79,4.12,7.38,12.5,4.79,7.5,4.38,7.21,1.0
4133,62.0,3.0,25.0,17.67,14.62,14.88,10.58,17.92,13.37,19.41,17.83,16.25,18.46,22.46,0.0
4134,70.0,9.0,22.0,11.04,12.42,9.38,5.5,9.87,9.33,6.54,5.5,7.54,5.04,10.71,1.0
4135,77.0,1.0,15.0,17.75,11.79,14.42,10.41,11.04,9.79,11.75,6.34,8.63,9.92,12.04,0.0
4136,65.0,2.0,28.0,8.17,6.38,7.21,5.33,6.17,3.29,11.0,5.66,5.66,7.38,8.46,0.0
4137,73.0,5.0,12.0,16.58,15.75,14.67,8.46,15.12,11.71,14.0,14.42,12.96,13.92,20.54,0.0
4138,61.0,6.0,15.0,9.96,8.17,10.54,5.88,10.25,6.92,8.25,9.29,9.5,9.25,14.58,1.0
4139,78.0,5.0,22.0,7.54,6.54,6.17,2.79,2.42,2.46,2.92,2.96,3.04,2.88,8.0,1.0
4140,68.0,6.0,2.0,15.54,7.79,7.29,6.46,9.62,3.75,4.54,6.29,3.71,4.29,4.58,1.0
4141,64.0,11.0,12.0,12.21,12.46,9.42,6.58,13.92,8.54,14.04,9.25,8.42,11.38,18.38,0.0
4142,70.0,12.0,16.0,18.21,16.21,15.67,9.08,15.79,11.58,10.96,11.96,11.79,12.5,21.17,0.0
4143,69.0,9.0,10.0,12.17,4.96,11.58,5.21,6.75,2.62,5.25,3.33,3.04,3.46,6.54,1.0
4144,76.0,5.0,18.0,7.62,6.21,8.46,3.25,4.29,2.29,7.04,4.0,6.0,4.25,7.04,1.0
4145,69.0,7.0,27.0,6.0,10.46,8.0,4.25,8.21,5.5,4.71,5.88,4.54,7.21,15.25,1.0
4146,71.0,6.0,20.0,16.42,9.75,11.63,9.04,14.04,8.71,11.25,8.71,11.63,8.87,12.33,1.0
4147,75.0,5.0,27.0,12.83,8.21,23.58,7.38,9.5,8.75,9.92,9.59,9.25,7.67,11.42,1.0
4148,61.0,10.0,31.0,13.62,10.75,13.0,8.33,11.5,9.71,15.25,11.96,11.54,11.92,17.75,1.0
4149,75.0,8.0,22.0,12.12,8.25,10.0,7.0,9.13,5.66,9.42,7.08,8.46,7.87,9.13,0.0
4150,61.0,3.0,26.0,15.0,11.63,12.58,8.83,13.33,10.21,13.75,10.54,14.37,13.88,15.37,0.0
4151,77.0,5.0,14.0,8.42,9.83,6.29,3.83,6.13,4.83,6.67,3.75,4.46,3.13,7.75,1.0
4152,71.0,8.0,5.0,5.21,5.29,8.79,2.42,5.91,4.25,5.37,4.58,5.75,3.83,10.17,1.0
4153,64.0,1.0,14.0,15.96,18.91,12.46,3.0,12.67,6.42,8.71,11.29,3.67,9.25,14.5,0.0
4154,67.0,7.0,19.0,7.17,5.88,10.17,3.96,10.37,6.63,6.63,7.75,7.33,9.71,12.33,0.0
4155,66.0,11.0,6.0,21.09,19.41,26.83,14.0,13.42,13.46,19.87,14.67,10.79,15.75,25.25,0.0
4156,73.0,10.0,6.0,13.67,4.67,9.33,4.29,7.54,3.04,4.25,3.29,2.96,3.75,4.54,1.0
4157,68.0,6.0,11.0,4.54,6.63,5.04,3.71,3.08,1.92,4.67,2.71,4.0,5.0,4.58,1.0
4158,71.0,12.0,2.0,12.5,10.29,12.96,3.46,6.17,1.96,5.13,1.46,3.58,2.17,6.04,1.0
4159,75.0,11.0,13.0,11.38,9.0,11.71,3.67,11.67,5.63,6.96,6.83,5.54,4.83,6.46,1.0
4160,74.0,4.0,22.0,3.63,4.96,7.62,4.5,6.5,2.79,2.21,5.75,4.12,4.46,3.88,1.0
4161,78.0,9.0,20.0,0.79,6.79,5.88,0.75,1.79,0.96,3.04,0.83,4.46,1.58,6.21,1.0
4162,73.0,5.0,10.0,21.5,16.38,13.59,12.21,19.29,12.96,17.16,13.54,16.92,15.83,19.04,0.0
4163,78.0,6.0,17.0,12.83,11.34,28.58,10.37,8.0,7.87,12.42,8.92,7.12,7.17,15.25,1.0
4164,68.0,8.0,10.0,5.91,2.83,9.71,4.33,5.41,1.67,2.83,4.12,2.92,1.54,6.75,1.0
4165,65.0,9.0,16.0,9.54,8.12,9.83,4.04,11.58,6.58,9.54,8.71,7.41,11.21,14.96,0.0
4166,71.0,5.0,14.0,7.87,3.29,5.33,3.58,3.37,2.62,4.42,3.37,6.0,5.09,7.21,1.0
4167,65.0,10.0,25.0,11.29,10.21,9.62,6.5,9.46,8.42,7.17,6.75,5.37,6.96,10.29,1.0
4168,64.0,4.0,12.0,14.37,9.83,12.33,7.96,16.5,11.83,14.37,13.25,11.75,13.42,14.58,0.0
4169,75.0,1.0,7.0,11.58,10.79,8.75,6.0,12.62,6.38,10.88,10.29,9.46,5.09,11.46,1.0
4170,66.0,4.0,14.0,28.25,26.96,23.13,14.42,22.54,15.46,21.79,22.37,16.17,18.12,25.84,0.0
4171,78.0,4.0,7.0,6.04,5.46,13.88,3.67,5.46,4.29,6.5,4.21,4.42,2.33,6.42,1.0
4172,64.0,3.0,1.0,13.67,14.92,11.0,6.46,15.37,10.21,8.87,12.25,5.13,9.29,13.46,1.0
4173,61.0,8.0,1.0,9.59,5.09,5.54,4.63,8.29,5.25,4.21,5.25,5.37,5.41,8.38,1.0
4174,78.0,3.0,12.0,16.08,12.87,13.04,7.33,12.25,10.0,13.13,11.54,11.63,10.17,11.96,0.0
4175,74.0,11.0,7.0,10.41,11.46,7.83,3.42,8.83,5.33,5.33,10.46,7.5,6.0,14.37,0.0
4176,69.0,11.0,14.0,9.54,3.29,11.38,4.04,4.58,3.25,4.29,0.96,2.37,0.33,6.34,1.0
4177,64.0,5.0,17.0,12.12,11.83,7.54,6.54,11.67,8.5,7.08,9.29,6.04,8.54,7.54,1.0
4178,74.0,9.0,17.0,12.87,10.63,11.34,5.46,7.87,4.5,7.67,6.38,6.13,6.96,10.46,0.0
4179,66.0,12.0,15.0,20.83,16.88,14.62,9.92,14.58,10.63,11.29,12.58,11.17,12.92,19.55,0.0
4180,64.0,11.0,2.0,8.58,5.0,13.7,3.46,5.63,2.62,6.17,3.25,3.42,3.0,7.29,1.0
4181,69.0,3.0,30.0,12.87,13.5,10.54,9.92,15.83,8.54,14.54,11.83,13.54,11.63,12.38,1.0
4182,71.0,10.0,9.0,5.13,6.0,6.08,2.75,9.59,5.91,9.92,5.96,8.17,7.38,14.42,0.0
4183,70.0,1.0,20.0,22.63,23.67,14.71,11.75,18.16,14.25,9.96,17.71,15.71,17.92,28.12,0.0
4184,73.0,5.0,10.0,21.5,16.38,13.59,12.21,19.29,12.96,17.16,13.54,16.92,15.83,19.04,0.0
4185,69.0,12.0,15.0,17.16,20.12,12.25,7.71,12.79,7.08,12.92,6.79,11.96,5.75,15.87,1.0
4186,74.0,6.0,5.0,17.04,14.62,11.46,7.58,15.12,9.04,11.75,13.75,10.79,8.96,18.46,0.0
4187,73.0,12.0,6.0,13.29,11.92,7.79,4.12,9.04,4.79,10.34,6.08,8.12,9.04,8.79,0.0
4188,67.0,8.0,17.0,13.88,10.71,12.29,6.79,11.96,6.08,8.75,7.04,5.96,6.5,10.25,1.0
4189,63.0,9.0,6.0,10.58,10.25,7.5,6.0,10.54,7.04,10.34,8.46,7.54,8.04,12.25,1.0
4190,75.0,8.0,11.0,6.13,5.41,5.79,3.92,5.58,2.29,2.75,1.38,5.41,2.96,4.79,1.0
4191,66.0,4.0,29.0,14.17,16.54,15.37,11.17,14.33,12.42,13.29,13.17,8.33,15.09,26.12,0.0
4192,74.0,1.0,21.0,11.17,10.54,11.04,4.42,8.29,5.13,5.75,5.79,7.17,5.33,4.67,1.0
4193,66.0,3.0,13.0,10.83,6.21,7.5,7.0,10.54,5.41,11.21,4.92,7.62,8.12,8.08,1.0
4194,67.0,6.0,20.0,18.34,12.25,13.21,11.5,18.46,13.59,15.16,16.25,13.21,13.5,18.46,0.0
4195,65.0,1.0,6.0,16.79,16.62,14.88,5.33,11.83,9.13,14.79,13.33,7.41,14.42,21.92,0.0
4196,73.0,5.0,5.0,12.0,13.59,11.63,6.25,11.08,8.54,10.92,8.29,10.21,8.5,12.08,1.0
4197,71.0,1.0,27.0,13.62,12.83,7.79,4.25,9.08,2.54,5.83,0.42,4.58,1.63,4.33,1.0
4198,72.0,5.0,14.0,14.12,14.04,22.17,8.83,10.58,9.04,10.41,12.12,9.62,12.87,17.41,0.0
4199,64.0,7.0,30.0,6.92,6.21,10.5,4.92,10.63,7.08,10.13,9.67,8.46,9.75,13.75,0.0
4200,78.0,6.0,16.0,15.16,15.41,25.7,11.25,11.04,10.75,16.5,11.79,11.63,11.29,16.0,0.0
4201,66.0,5.0,5.0,20.5,18.91,15.09,10.25,18.84,10.21,11.34,10.0,8.75,8.42,15.29,1.0
4202,71.0,4.0,25.0,12.08,13.33,11.79,5.75,15.29,7.67,8.46,12.12,10.25,8.54,14.75,0.0
4203,66.0,9.0,15.0,17.96,14.96,13.13,11.17,13.88,9.75,16.29,11.67,11.17,15.04,16.25,0.0
4204,74.0,5.0,1.0,17.21,11.17,12.21,10.21,14.29,8.75,13.7,12.17,10.75,13.13,12.12,0.0
4205,64.0,2.0,4.0,9.21,7.83,8.58,6.63,11.34,9.17,15.5,11.79,10.21,17.04,16.62,0.0
4206,62.0,11.0,14.0,13.62,11.29,11.04,7.96,13.79,10.25,13.7,11.54,11.29,13.62,17.46,0.0
4207,72.0,8.0,28.0,8.17,5.09,11.42,2.25,4.0,2.04,6.83,2.92,6.13,3.92,4.42,1.0
4208,68.0,10.0,5.0,6.25,8.96,8.38,3.83,6.67,3.42,2.04,4.75,4.83,3.75,9.79,1.0
4209,72.0,10.0,13.0,7.17,5.83,13.17,3.71,2.79,3.33,5.91,3.13,4.46,1.79,3.88,1.0
4210,75.0,6.0,3.0,9.62,4.92,10.37,3.88,5.58,3.33,5.91,4.79,6.46,6.58,6.29,1.0
4211,76.0,3.0,31.0,14.96,14.21,13.13,9.92,16.71,10.41,17.0,12.67,16.21,16.96,20.54,0.0
4212,61.0,11.0,22.0,6.46,4.33,8.96,4.83,7.62,5.5,9.17,3.42,4.67,7.38,7.08,1.0
4213,70.0,10.0,17.0,3.63,4.12,4.21,2.04,5.41,4.67,5.88,7.33,5.75,6.04,13.75,0.0
4214,70.0,8.0,17.0,7.5,5.71,8.21,6.25,7.46,7.33,10.41,5.75,10.17,12.17,9.04,0.0
4215,70.0,2.0,16.0,7.46,9.71,7.12,1.54,8.63,6.96,7.67,4.63,6.87,4.21,9.33,0.0
4216,72.0,4.0,9.0,18.05,13.29,13.67,8.5,12.5,9.59,11.54,11.5,11.17,10.83,17.88,0.0
4217,65.0,9.0,3.0,13.08,11.92,12.0,8.12,10.96,6.29,10.63,8.29,7.12,8.5,11.12,0.0
4218,72.0,7.0,7.0,12.46,8.71,12.25,5.91,11.63,7.54,10.92,6.04,10.83,7.83,11.67,1.0
4219,68.0,7.0,5.0,2.71,2.75,3.92,1.92,4.46,0.5,3.13,1.63,1.29,1.63,4.75,1.0
4220,78.0,5.0,7.0,7.33,8.54,5.58,3.42,6.5,4.21,3.67,5.13,4.96,4.63,6.58,1.0
4221,66.0,12.0,14.0,7.08,11.46,6.63,1.04,10.08,5.46,9.87,5.63,4.83,4.67,13.33,1.0
4222,73.0,5.0,1.0,11.92,6.38,8.46,4.04,8.0,5.71,10.58,4.88,8.79,6.42,8.17,1.0
4223,69.0,11.0,6.0,14.42,10.13,11.5,2.21,7.12,4.46,2.88,3.67,3.42,3.88,6.54,1.0
4224,74.0,4.0,30.0,18.41,16.92,12.08,6.21,15.25,6.63,7.41,11.5,10.29,7.83,15.34,1.0
4225,77.0,4.0,26.0,13.7,15.34,9.42,7.83,15.92,10.41,14.37,11.21,11.79,10.75,19.5,0.0
4226,63.0,9.0,20.0,7.08,7.79,5.13,4.17,9.46,4.42,5.5,5.21,3.96,5.91,7.25,1.0
4227,62.0,4.0,8.0,32.58,23.21,17.88,16.92,24.54,14.17,18.25,15.71,15.41,13.04,22.46,1.0
4228,78.0,11.0,6.0,14.92,18.79,14.75,10.29,15.79,9.59,12.21,10.34,12.79,12.46,19.95,0.0
4229,66.0,6.0,3.0,6.67,10.58,10.83,5.33,4.71,6.63,8.58,8.21,5.75,8.58,13.83,1.0
4230,73.0,11.0,23.0,5.41,4.92,6.25,3.25,7.75,4.46,8.38,6.63,8.58,8.58,11.63,0.0
4231,76.0,5.0,5.0,8.96,7.41,6.54,2.46,4.12,2.75,5.54,4.0,6.08,3.88,13.29,1.0
4232,74.0,7.0,7.0,7.62,11.54,9.5,4.29,8.29,5.88,7.0,10.63,6.96,7.12,18.16,1.0
4233,72.0,6.0,30.0,14.83,13.29,13.21,7.12,12.83,9.38,9.79,11.96,10.96,12.0,21.84,0.0
4234,77.0,10.0,14.0,13.21,14.04,13.08,7.46,13.62,10.37,12.54,12.12,12.79,7.92,15.21,0.0
4235,67.0,2.0,9.0,2.79,4.12,4.79,1.71,6.79,1.79,5.66,3.79,4.12,6.67,10.79,1.0
4236,62.0,4.0,4.0,29.04,23.75,15.63,15.71,26.04,16.75,17.83,20.54,16.08,14.62,23.91,1.0
4237,61.0,7.0,29.0,7.21,4.83,6.67,3.42,5.96,3.67,5.79,6.67,5.09,6.54,11.17,1.0
4238,69.0,3.0,19.0,2.92,7.83,5.79,4.42,6.79,3.0,7.33,8.0,7.0,6.5,10.34,0.0
4239,70.0,12.0,15.0,6.04,7.25,9.21,3.58,8.08,5.63,5.04,6.25,6.46,7.83,9.42,0.0
4240,64.0,2.0,24.0,24.87,19.87,19.0,17.25,20.46,16.29,15.04,18.08,13.88,18.41,18.05,1.0
4241,73.0,7.0,10.0,5.91,4.96,6.79,4.5,9.5,6.71,10.0,4.63,9.25,5.83,13.0,1.0
4242,66.0,4.0,15.0,16.33,16.0,16.54,12.08,16.04,11.0,20.62,20.25,15.12,14.5,25.37,0.0
4243,71.0,3.0,16.0,8.08,9.54,7.5,3.58,9.5,5.91,8.21,4.29,6.96,4.25,7.62,1.0
4244,70.0,6.0,24.0,15.12,14.71,15.0,9.0,18.75,11.38,14.5,11.63,13.67,11.21,19.83,0.0
4245,66.0,5.0,30.0,10.92,9.21,7.96,3.37,6.29,4.92,2.62,3.92,4.75,4.79,5.37,1.0
4246,63.0,1.0,19.0,22.21,15.12,32.25,12.04,19.62,13.42,23.79,17.46,15.5,15.59,14.17,0.0
4247,66.0,4.0,24.0,13.62,11.21,10.41,7.41,13.79,7.75,11.08,8.42,9.0,9.42,11.83,1.0
4248,66.0,4.0,22.0,22.08,21.62,18.41,12.42,15.63,12.75,15.29,16.25,11.63,16.0,23.96,0.0
4249,67.0,3.0,21.0,9.71,8.04,9.5,6.13,10.21,10.25,20.38,12.25,14.83,13.04,19.41,0.0
4250,64.0,5.0,16.0,6.54,12.08,8.46,6.58,11.63,8.83,5.66,9.21,5.96,9.62,15.34,1.0
4251,69.0,11.0,5.0,5.5,6.17,6.38,2.0,7.46,7.0,9.67,6.04,8.33,7.62,14.42,0.0
4252,63.0,10.0,20.0,19.21,18.05,14.58,9.13,15.71,12.71,13.42,15.83,10.75,15.67,26.38,0.0
4253,73.0,12.0,23.0,11.83,8.17,8.21,3.08,5.58,0.54,3.04,4.17,4.04,4.96,6.17,0.0
4254,69.0,10.0,29.0,8.83,6.38,11.17,3.13,6.04,3.63,7.46,6.08,5.29,7.25,11.42,0.0
4255,71.0,6.0,9.0,13.21,11.38,24.08,8.96,10.5,7.38,10.13,7.92,7.67,6.25,15.34,1.0
4256,66.0,8.0,5.0,8.5,6.5,9.13,5.96,9.46,6.92,9.5,8.33,8.0,7.29,9.54,1.0
4257,67.0,7.0,25.0,11.34,11.17,10.63,4.71,11.17,6.42,7.12,10.54,7.33,9.25,16.25,0.0
4258,78.0,4.0,11.0,14.21,13.04,10.46,7.04,11.46,7.79,9.5,8.58,9.38,7.0,14.33,1.0
4259,75.0,12.0,6.0,7.79,3.67,7.92,2.58,2.92,0.96,6.29,2.29,5.58,4.67,5.58,1.0
4260,76.0,5.0,11.0,16.04,13.75,12.83,8.17,14.92,9.62,14.17,11.58,14.09,11.42,18.91,1.0
4261,71.0,9.0,27.0,10.54,3.58,9.0,4.92,8.21,5.04,8.38,3.04,6.08,3.75,4.42,1.0
4262,70.0,8.0,31.0,14.54,16.29,11.08,9.21,18.71,12.58,14.04,14.17,15.96,13.75,22.34,0.0
4263,72.0,12.0,7.0,11.38,14.46,11.46,6.83,11.75,9.83,15.29,8.87,10.17,8.21,12.38,1.0
4264,70.0,3.0,26.0,14.83,11.58,12.0,8.0,11.63,8.33,11.58,9.92,12.79,11.21,15.46,0.0
4265,71.0,4.0,2.0,17.29,16.13,20.79,9.67,15.34,13.37,14.79,15.63,14.79,10.21,17.33,0.0
4266,70.0,7.0,11.0,13.5,11.38,12.25,7.38,16.17,11.12,15.87,10.63,13.25,13.5,20.17,0.0
4267,77.0,4.0,11.0,11.96,10.96,11.04,6.04,11.34,10.08,13.04,10.17,10.67,9.17,14.71,1.0
4268,78.0,6.0,7.0,10.37,9.87,8.96,5.58,11.79,8.12,7.12,9.38,7.46,7.0,11.54,0.0
4269,75.0,1.0,27.0,18.66,19.46,11.21,6.46,12.5,5.29,6.67,7.62,7.41,5.66,13.59,0.0
4270,66.0,11.0,26.0,8.83,9.59,8.71,6.25,11.17,8.67,14.79,9.42,11.46,10.75,16.42,0.0
4271,62.0,3.0,1.0,8.21,4.83,9.0,4.83,6.0,2.21,7.96,1.87,4.08,3.92,4.08,1.0
4272,73.0,10.0,10.0,10.34,11.08,15.79,5.17,10.46,7.79,6.96,9.0,7.33,7.75,13.04,0.0
4273,78.0,5.0,30.0,6.87,6.71,3.54,2.54,7.25,4.12,4.88,5.0,4.63,4.83,6.58,1.0
4274,68.0,8.0,11.0,7.54,4.46,6.5,2.21,3.08,1.75,5.29,1.96,2.42,1.17,6.21,1.0
4275,67.0,2.0,14.0,18.46,17.58,16.96,8.08,20.58,11.87,14.62,11.79,9.38,13.21,17.54,0.0
4276,66.0,1.0,5.0,20.5,16.88,18.79,13.17,14.17,12.38,12.83,14.29,11.63,15.92,23.91,0.0
4277,72.0,4.0,26.0,12.17,7.58,8.54,4.54,6.71,3.71,8.0,5.66,6.38,7.87,7.67,1.0
4278,61.0,6.0,7.0,11.92,9.42,8.96,6.34,13.13,8.63,8.17,9.71,9.59,9.87,13.25,0.0
4279,75.0,11.0,26.0,14.83,11.38,7.92,4.42,10.79,6.0,12.0,7.21,9.54,8.21,15.79,0.0
4280,77.0,1.0,22.0,3.92,6.83,5.96,0.58,4.0,4.88,4.63,5.5,4.79,7.38,10.13,0.0
4281,75.0,10.0,12.0,5.37,7.12,4.92,0.96,4.96,2.13,1.46,3.5,4.17,2.42,10.58,1.0
4282,65.0,9.0,18.0,14.25,9.17,10.75,8.5,12.04,9.13,13.04,8.67,9.92,11.75,11.54,0.0
4283,66.0,2.0,24.0,20.08,16.58,17.12,11.12,15.25,10.5,12.0,11.5,9.13,14.42,16.75,0.0
4284,66.0,7.0,24.0,22.34,14.12,14.25,10.46,18.66,10.04,12.46,9.79,11.5,11.92,14.83,0.0
4285,61.0,4.0,29.0,9.62,9.59,6.96,3.83,6.83,3.88,4.04,6.46,4.17,4.12,13.04,1.0
4286,75.0,5.0,25.0,11.75,5.75,16.5,4.79,6.54,5.88,7.96,6.63,8.21,7.12,10.5,1.0
4287,78.0,4.0,30.0,14.09,13.75,21.54,7.46,13.04,11.83,17.16,12.83,13.7,13.79,14.58,0.0
4288,70.0,10.0,12.0,13.33,18.91,10.0,7.41,12.0,8.42,6.13,8.92,9.38,7.29,8.71,1.0
4289,67.0,2.0,23.0,18.16,13.96,13.13,10.71,14.17,9.46,16.33,11.04,11.21,14.79,19.0,0.0
4290,76.0,9.0,7.0,4.75,4.75,3.96,1.29,1.58,2.13,4.38,0.54,0.58,1.13,4.67,1.0
4291,78.0,8.0,31.0,11.54,5.54,7.41,4.67,7.62,6.17,8.87,5.25,7.83,6.17,11.58,0.0
4292,67.0,10.0,15.0,13.7,13.17,12.25,6.08,12.79,6.92,13.25,8.67,8.42,9.62,14.79,0.0
4293,72.0,6.0,28.0,4.63,7.83,9.54,4.96,9.17,6.63,7.87,6.79,7.92,6.38,12.67,1.0
4294,78.0,12.0,1.0,21.29,16.29,24.04,12.79,18.21,19.29,21.54,17.21,16.71,17.83,17.75,0.0
4295,69.0,4.0,3.0,4.17,3.21,3.04,1.63,4.33,0.29,4.96,3.46,1.17,3.17,12.29,1.0
4296,70.0,7.0,28.0,10.21,9.96,8.58,4.67,10.96,7.87,7.41,6.75,9.0,7.38,10.0,1.0
4297,63.0,12.0,3.0,22.79,18.5,27.67,16.17,19.41,19.87,21.29,20.75,18.88,17.33,21.29,0.0
4298,61.0,1.0,8.0,10.96,9.75,7.62,5.91,9.62,7.29,14.29,7.62,9.25,10.46,16.62,0.0
4299,66.0,12.0,31.0,13.0,11.46,10.13,6.34,11.87,7.5,13.5,8.46,11.0,10.04,17.29,0.0
4300,72.0,9.0,16.0,6.96,3.33,7.0,2.75,3.25,2.0,7.58,2.88,6.0,1.63,6.58,1.0
4301,78.0,1.0,7.0,6.0,3.04,7.08,2.04,4.71,3.75,8.08,6.87,5.46,6.17,12.08,0.0
4302,61.0,12.0,8.0,16.62,12.08,20.54,9.21,12.96,14.54,19.83,10.0,11.92,15.5,16.33,0.0
4303,72.0,3.0,6.0,23.38,13.83,23.16,12.92,18.58,15.16,18.41,13.88,14.46,14.0,16.92,0.0
4304,65.0,10.0,14.0,10.58,10.29,6.13,2.88,8.38,5.29,6.75,6.46,5.54,6.54,12.92,1.0
4305,66.0,2.0,5.0,23.45,18.34,20.75,12.79,16.66,13.0,19.33,15.21,13.25,16.66,22.0,0.0
4306,66.0,4.0,13.0,23.13,22.17,20.3,13.62,20.88,13.59,24.71,21.71,17.5,15.25,23.16,0.0
4307,66.0,3.0,24.0,25.08,19.12,19.21,17.41,21.12,16.54,20.83,16.13,16.79,19.79,25.75,0.0
4308,64.0,10.0,21.0,5.09,5.17,9.79,3.71,5.71,3.04,5.25,5.58,3.96,4.29,9.29,1.0
4309,63.0,9.0,15.0,3.83,7.21,6.71,2.25,4.38,4.46,5.91,12.67,6.08,10.54,20.0,1.0
4310,72.0,12.0,12.0,20.25,18.63,17.33,10.17,16.42,14.62,16.92,16.46,14.04,16.17,27.21,0.0
4311,61.0,5.0,11.0,3.54,7.54,5.33,2.08,5.25,1.58,3.67,3.71,2.62,3.04,9.25,1.0
4312,66.0,9.0,17.0,6.13,7.38,7.08,3.33,8.04,4.92,2.04,5.71,3.71,6.46,10.83,1.0
4313,76.0,2.0,23.0,14.46,7.79,14.37,7.12,6.54,3.79,11.29,6.29,8.17,6.5,10.34,1.0
4314,63.0,1.0,3.0,14.09,8.25,20.12,9.0,9.96,9.67,13.83,10.17,9.0,13.7,11.67,0.0
4315,76.0,1.0,29.0,26.0,18.71,27.12,15.87,21.75,20.21,23.13,21.87,22.21,20.12,21.87,0.0
4316,70.0,1.0,4.0,11.21,7.38,11.58,2.13,3.29,1.13,8.92,4.92,5.54,5.71,7.58,1.0
4317,62.0,12.0,13.0,17.16,11.12,15.09,8.42,10.63,8.46,14.0,9.5,10.41,13.7,14.75,0.0
4318,61.0,2.0,19.0,16.17,15.59,13.7,10.79,13.5,10.96,9.62,11.83,11.58,13.67,29.63,0.0
4319,62.0,10.0,26.0,14.04,8.54,18.79,8.29,8.38,7.62,11.04,6.25,7.5,9.83,12.25,0.0
4320,63.0,9.0,30.0,11.38,7.92,7.67,7.38,12.21,8.0,12.5,8.42,10.54,9.38,11.63,0.0
4321,77.0,10.0,27.0,11.79,13.96,8.54,6.04,12.17,8.5,13.25,12.29,11.25,11.17,24.67,0.0
4322,74.0,10.0,31.0,9.25,6.79,7.67,3.88,6.54,4.21,8.54,6.29,6.29,4.67,8.38,1.0
4323,66.0,12.0,17.0,18.29,18.88,19.5,11.87,20.67,17.75,26.0,19.7,19.83,21.75,29.17,0.0
4324,77.0,4.0,13.0,19.29,13.42,12.54,10.25,15.29,12.87,18.54,10.83,12.21,16.5,16.46,0.0
4325,69.0,4.0,21.0,13.33,12.04,15.34,7.71,13.0,7.71,12.83,13.13,10.08,13.17,19.62,0.0
4326,72.0,8.0,3.0,12.29,8.63,11.29,4.04,5.33,2.46,8.63,5.37,6.34,4.71,12.42,1.0
4327,74.0,12.0,4.0,12.96,16.83,10.04,7.5,17.37,8.58,17.41,14.29,13.75,13.08,21.62,0.0
4328,75.0,1.0,24.0,16.25,14.37,12.5,6.75,11.38,7.29,10.92,10.0,11.46,9.54,16.58,0.0
4329,68.0,10.0,18.0,15.63,17.5,16.08,9.54,17.88,12.83,15.59,15.87,11.96,14.54,21.5,0.0
4330,69.0,11.0,1.0,10.63,9.21,11.83,4.75,12.5,9.04,13.37,11.63,12.33,13.62,20.25,0.0
4331,70.0,1.0,9.0,16.17,8.87,18.25,7.41,8.92,9.08,13.54,10.37,10.67,7.5,9.13,0.0
4332,68.0,11.0,21.0,19.58,8.75,18.66,12.21,11.83,11.21,10.88,7.29,14.0,15.16,17.67,0.0
4333,74.0,12.0,14.0,12.0,13.88,10.92,7.87,13.13,8.04,14.88,13.96,11.71,9.62,16.29,0.0
4334,74.0,4.0,19.0,10.75,8.58,6.96,2.62,8.83,2.75,2.96,5.91,4.12,3.08,7.41,1.0
